,EmployeeNumber,Gender,EducationField,Age,MaritalStatus,Department,JobRole,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
458,615,Male,Other,40,Divorced,Sales,Sales Executive,No,Non-Travel,1094,28,3,3,58,1,3,1,10932,11373,3,No,15,3,3,1,20,2,3,1,0,0,1
459,616,Female,Other,41,Single,Research & Development,Healthcare Representative,No,Non-Travel,509,2,4,1,62,2,2,3,6811,2112,2,Yes,17,3,1,0,10,3,3,8,7,0,7
460,618,Male,Medical,26,Divorced,Sales,Sales Executive,No,Travel_Rarely,775,29,2,1,45,3,2,3,4306,4267,5,No,12,3,1,2,8,5,3,0,0,0,0
461,620,Female,Medical,35,Single,Sales,Sales Executive,No,Travel_Rarely,195,1,3,1,80,3,2,3,4859,6698,1,No,16,3,4,0,5,3,3,5,4,0,3
462,621,Male,Life Sciences,34,Single,Sales,Sales Executive,No,Travel_Rarely,258,21,4,4,74,4,2,4,5337,19921,1,No,12,3,4,0,10,3,3,10,7,5,7
463,622,Male,Technical Degree,26,Single,Research & Development,Laboratory Technician,Yes,Travel_Rarely,471,24,3,3,66,1,1,4,2340,23213,1,Yes,18,3,2,0,1,3,1,1,0,0,0
464,623,Female,Technical Degree,37,Single,Research & Development,Manufacturing Director,No,Travel_Rarely,799,1,3,2,59,3,3,4,7491,23848,4,No,17,3,4,0,12,3,4,6,5,1,2
465,624,Female,Medical,46,Married,Research & Development,Healthcare Representative,No,Travel_Frequently,1034,18,1,1,86,3,3,3,10527,8984,5,No,11,3,4,0,28,3,2,2,2,1,2
466,625,Female,Life Sciences,41,Married,Sales,Manager,No,Travel_Rarely,1276,2,5,2,91,3,4,1,16595,5626,7,No,16,3,2,1,22,2,3,18,16,11,8
467,626,Male,Medical,37,Divorced,Sales,Sales Executive,No,Non-Travel,142,9,4,1,69,3,3,2,8834,24666,1,No,13,3,4,1,9,6,3,9,5,7,7
468,630,Male,Technical Degree,52,Divorced,Research & Development,Research Scientist,No,Travel_Rarely,956,6,2,4,78,3,2,1,5577,22087,3,Yes,12,3,2,2,18,3,3,10,9,6,9
469,631,Male,Other,32,Married,Sales,Sales Executive,Yes,Non-Travel,1474,11,4,4,60,4,2,3,4707,23914,8,No,12,3,4,0,6,2,3,4,2,1,2
470,632,Male,Medical,24,Married,Sales,Sales Representative,No,Travel_Frequently,535,24,3,4,38,3,1,4,2400,5530,0,No,13,3,3,2,3,3,3,2,2,2,1
471,634,Female,Medical,38,Married,Research & Development,Healthcare Representative,No,Travel_Rarely,1495,10,3,3,76,3,2,3,9824,22174,3,No,19,3,3,1,18,4,3,1,0,0,0
472,635,Female,Life Sciences,37,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,446,1,4,2,65,3,2,2,6447,15701,6,No,12,3,2,1,8,2,2,6,5,4,3
473,638,Male,Life Sciences,49,Divorced,Research & Development,Research Director,No,Travel_Rarely,1245,18,4,4,58,2,5,3,19502,2125,1,Yes,17,3,3,1,31,5,3,31,9,0,9
474,639,Male,Medical,24,Married,Research & Development,Research Scientist,No,Travel_Rarely,691,23,3,2,89,4,1,4,2725,21630,1,Yes,11,3,2,2,6,3,3,6,5,1,4
475,641,Male,Marketing,26,Married,Sales,Sales Executive,No,Travel_Rarely,703,28,2,1,66,3,2,2,6272,7428,1,No,20,4,4,2,6,5,4,5,3,1,4
476,643,Male,Other,24,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,823,17,2,4,94,2,1,2,2127,9100,1,No,21,4,4,1,1,2,3,1,0,0,0
477,644,Male,Medical,50,Married,Human Resources,Manager,No,Travel_Frequently,1246,3,3,1,99,3,5,2,18200,7999,1,No,11,3,3,1,32,2,3,32,5,10,7
478,645,Male,Medical,25,Married,Sales,Sales Representative,No,Travel_Rarely,622,13,1,2,40,3,1,3,2096,26376,1,No,11,3,3,0,7,1,3,7,4,0,6
479,647,Female,Life Sciences,24,Married,Research & Development,Laboratory Technician,Yes,Travel_Frequently,1287,7,3,1,55,3,1,3,2886,14168,1,Yes,16,3,4,1,6,4,3,6,3,1,2
480,648,Male,Life Sciences,30,Married,Sales,Sales Representative,Yes,Travel_Frequently,448,12,4,2,74,2,1,1,2033,14470,1,No,18,3,3,1,1,2,4,1,0,0,0
481,649,Male,Life Sciences,34,Married,Research & Development,Research Scientist,No,Travel_Rarely,254,1,2,2,83,2,1,4,3622,22794,1,Yes,13,3,4,1,6,3,3,6,5,1,3
482,650,Male,Medical,31,Divorced,Sales,Sales Executive,Yes,Travel_Rarely,1365,13,4,2,46,3,2,1,4233,11512,2,No,17,3,3,0,9,2,1,3,1,1,2
483,652,Male,Other,35,Single,Research & Development,Laboratory Technician,No,Travel_Rarely,538,25,2,1,54,2,2,4,3681,14004,4,No,14,3,4,0,9,3,3,3,2,0,2
484,653,Male,Medical,31,Divorced,Sales,Sales Executive,No,Travel_Rarely,525,6,4,1,66,4,2,4,5460,6219,4,No,22,4,4,2,13,4,4,7,7,5,7
485,655,Female,Medical,27,Divorced,Research & Development,Research Scientist,No,Travel_Rarely,798,6,4,1,66,2,1,3,2187,5013,0,No,12,3,3,2,6,5,2,5,3,0,3
486,656,Male,Marketing,37,Married,Sales,Sales Executive,No,Travel_Rarely,558,2,3,4,75,3,2,3,9602,3010,4,Yes,11,3,3,1,17,3,2,3,0,1,0
487,657,Female,Life Sciences,20,Single,Research & Development,Research Scientist,No,Travel_Rarely,959,1,3,4,83,2,1,2,2836,11757,1,No,13,3,4,0,1,0,4,1,0,0,0
488,659,Female,Life Sciences,42,Married,Research & Development,Healthcare Representative,No,Travel_Rarely,622,2,4,3,81,3,2,4,4089,5718,1,No,13,3,2,2,10,4,3,10,2,2,2
489,661,Male,Other,43,Divorced,Research & Development,Research Director,No,Travel_Rarely,782,6,4,2,50,2,4,4,16627,2671,4,Yes,14,3,3,1,21,3,2,1,0,0,0
490,662,Female,Life Sciences,38,Single,Research & Development,Research Scientist,No,Travel_Rarely,362,1,1,3,43,3,1,1,2619,14561,3,No,17,3,4,0,8,3,2,0,0,0,0
491,663,Male,Medical,43,Divorced,Research & Development,Laboratory Technician,No,Travel_Frequently,1001,9,5,4,72,3,2,3,5679,19627,3,Yes,13,3,2,1,10,3,3,8,7,4,7
492,664,Female,Life Sciences,48,Married,Research & Development,Manager,No,Travel_Rarely,1236,1,4,4,40,2,4,1,15402,17997,7,No,11,3,1,1,21,3,1,3,2,0,2
493,665,Female,Life Sciences,44,Single,Human Resources,Human Resources,No,Travel_Rarely,1112,1,4,1,50,2,2,3,5985,26894,4,No,11,3,2,0,10,1,4,2,2,0,2
494,666,Female,Technical Degree,34,Divorced,Sales,Sales Representative,No,Travel_Rarely,204,14,3,3,31,3,1,3,2579,2912,1,Yes,18,3,4,2,8,3,3,8,2,0,6
495,667,Male,Marketing,27,Divorced,Sales,Sales Representative,Yes,Travel_Rarely,1420,2,1,3,85,3,1,1,3041,16346,0,No,11,3,2,1,5,3,3,4,3,0,2
496,669,Male,Technical Degree,21,Single,Sales,Sales Representative,No,Travel_Rarely,1343,22,1,3,49,3,1,3,3447,24444,1,No,11,3,3,0,3,2,3,3,2,1,2
497,671,Male,Other,44,Married,Research & Development,Manager,No,Travel_Rarely,1315,3,4,4,35,3,5,4,19513,9358,4,Yes,12,3,1,1,26,2,4,2,2,0,1
498,675,Male,Medical,22,Married,Research & Development,Research Scientist,No,Travel_Rarely,604,6,1,1,69,3,1,3,2773,12145,0,No,20,4,4,0,3,3,3,2,2,2,2
499,677,Male,Marketing,33,Divorced,Sales,Sales Executive,No,Travel_Rarely,1216,8,4,3,39,3,2,3,7104,20431,0,No,12,3,4,0,6,3,3,5,0,1,2
500,679,Female,Life Sciences,32,Married,Research & Development,Research Scientist,No,Travel_Rarely,646,9,4,1,92,3,2,4,6322,18089,1,Yes,12,3,4,1,6,2,2,6,4,0,5
501,680,Female,Medical,30,Divorced,Research & Development,Research Scientist,No,Travel_Frequently,160,3,3,3,71,3,1,3,2083,22653,1,No,20,4,3,1,1,2,3,1,0,0,0
502,682,Female,Medical,53,Single,Sales,Sales Executive,No,Travel_Rarely,238,1,1,4,34,3,2,1,8381,7507,7,No,20,4,4,0,18,2,4,14,7,8,10
503,683,Male,Life Sciences,34,Married,Research & Development,Research Scientist,No,Travel_Rarely,1397,1,5,2,42,3,1,4,2691,7660,1,No,12,3,4,1,10,4,2,10,9,8,8
504,684,Female,Life Sciences,45,Married,Sales,Sales Executive,Yes,Travel_Frequently,306,26,4,1,100,3,2,1,4286,5630,2,No,14,3,4,2,5,4,3,1,1,0,0
505,686,Female,Life Sciences,26,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,991,6,3,3,71,3,1,4,2659,17759,1,Yes,13,3,3,1,3,2,3,3,2,0,2
506,689,Male,Other,37,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,482,3,3,3,36,3,3,3,9434,9606,1,No,15,3,3,1,10,2,3,10,7,7,8
507,690,Female,Medical,29,Married,Sales,Sales Executive,No,Travel_Rarely,1176,3,2,2,62,3,2,3,5561,3487,1,No,14,3,1,1,6,5,2,6,0,1,2
508,691,Male,Life Sciences,35,Single,Research & Development,Research Scientist,No,Travel_Rarely,1017,6,4,2,82,1,2,4,6646,19368,1,No,13,3,2,0,17,3,3,17,11,11,8
509,692,Male,Life Sciences,33,Divorced,Research & Development,Healthcare Representative,No,Travel_Frequently,1296,6,3,3,30,3,2,4,7725,5335,3,No,23,4,3,1,15,2,1,13,11,4,7
510,698,Male,Medical,54,Married,Human Resources,Human Resources,No,Travel_Rarely,397,19,4,3,88,3,3,2,10725,6729,2,No,15,3,3,1,16,1,4,9,7,7,1
511,699,Male,Medical,36,Divorced,Research & Development,Manufacturing Director,No,Travel_Rarely,913,9,2,2,48,2,2,2,8847,13934,2,Yes,11,3,3,1,13,2,3,3,2,0,2
512,700,Male,Medical,27,Single,Research & Development,Research Scientist,No,Travel_Rarely,1115,3,4,1,54,2,1,4,2045,15174,0,No,13,3,4,0,5,0,3,4,2,1,1
513,701,Male,Medical,20,Single,Research & Development,Research Scientist,Yes,Travel_Rarely,1362,10,1,4,32,3,1,3,1009,26999,1,Yes,11,3,4,0,1,5,3,1,0,1,1
514,702,Male,Life Sciences,33,Single,Research & Development,Research Scientist,Yes,Travel_Frequently,1076,3,3,1,70,3,1,1,3348,3164,1,Yes,11,3,1,0,10,3,3,10,8,9,7
515,704,Male,Life Sciences,35,Married,Research & Development,Laboratory Technician,No,Non-Travel,727,3,3,3,41,2,1,3,1281,16900,1,No,18,3,3,2,1,3,3,1,0,0,0
516,705,Male,Medical,23,Married,Research & Development,Research Scientist,No,Travel_Rarely,885,4,3,1,58,4,1,1,2819,8544,2,No,16,3,1,1,5,3,4,3,2,0,2
517,707,Male,Life Sciences,25,Married,Sales,Sales Executive,No,Travel_Rarely,810,8,3,4,57,4,2,2,4851,15678,0,No,22,4,3,1,4,4,3,3,2,1,2
518,709,Female,Marketing,38,Single,Sales,Sales Executive,No,Travel_Rarely,243,7,4,4,46,2,2,4,4028,7791,0,No,20,4,1,0,8,2,3,7,7,0,5
519,710,Male,Life Sciences,29,Divorced,Research & Development,Research Scientist,No,Travel_Frequently,806,1,4,2,76,1,1,4,2720,18959,1,No,18,3,4,1,10,5,3,10,7,2,8
520,712,Male,Marketing,48,Married,Sales,Sales Executive,No,Travel_Rarely,817,2,1,2,56,4,2,2,8120,18597,3,No,12,3,4,0,12,3,3,2,2,2,2
521,714,Female,Medical,27,Divorced,Sales,Sales Executive,No,Travel_Frequently,1410,3,1,4,71,4,2,4,4647,16673,1,Yes,20,4,2,2,6,3,3,6,5,0,4
522,715,Male,Life Sciences,37,Single,Research & Development,Research Scientist,No,Travel_Rarely,1225,10,2,4,80,4,1,4,4680,15232,3,No,17,3,1,0,4,2,3,1,0,0,0
523,716,Male,Medical,50,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,1207,28,1,4,74,4,1,3,3221,3297,1,Yes,11,3,3,3,20,3,3,20,8,3,8
524,717,Female,Medical,34,Single,Research & Development,Healthcare Representative,No,Travel_Rarely,1442,9,3,4,46,2,3,2,8621,17654,1,No,14,3,2,0,9,3,4,8,7,7,7
525,720,Female,Life Sciences,24,Single,Sales,Sales Executive,Yes,Travel_Rarely,693,3,2,1,65,3,2,3,4577,24785,9,No,14,3,1,0,4,3,3,2,2,2,0
526,721,Female,Technical Degree,39,Single,Research & Development,Healthcare Representative,No,Travel_Rarely,408,2,4,4,80,2,2,3,4553,20978,1,No,11,3,1,0,20,4,3,20,7,11,10
527,722,Male,Marketing,32,Single,Sales,Sales Executive,No,Travel_Rarely,929,10,3,4,55,3,2,4,5396,21703,1,No,12,3,4,0,10,2,2,10,7,0,8
528,723,Male,Technical Degree,50,Married,Sales,Sales Executive,Yes,Travel_Frequently,562,8,2,2,50,3,2,3,6796,23452,3,Yes,14,3,1,1,18,4,3,4,3,1,3
529,724,Female,Life Sciences,38,Single,Research & Development,Healthcare Representative,No,Travel_Rarely,827,1,4,2,33,4,2,4,7625,19383,0,No,13,3,3,0,10,4,2,9,7,1,8
530,725,Female,Life Sciences,27,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,608,1,2,3,68,3,3,1,7412,6009,1,No,11,3,4,0,9,3,3,9,7,0,7
531,727,Female,Life Sciences,32,Single,Research & Development,Research Director,No,Travel_Rarely,1018,3,2,3,39,3,3,4,11159,19373,3,No,15,3,4,0,10,6,3,7,7,7,7
532,728,Male,Marketing,47,Single,Sales,Sales Executive,No,Travel_Rarely,703,14,4,4,42,3,2,1,4960,11825,2,No,12,3,4,0,20,2,3,7,7,1,7
533,729,Male,Life Sciences,40,Married,Sales,Sales Executive,No,Travel_Frequently,580,5,4,4,48,2,3,1,10475,23772,5,Yes,21,4,3,1,20,2,3,18,13,1,12
534,730,Male,Life Sciences,53,Married,Research & Development,Research Director,No,Travel_Rarely,970,7,3,3,59,4,4,3,14814,13514,3,No,19,3,3,0,32,3,3,5,1,1,3
535,731,Male,Human Resources,41,Divorced,Human Resources,Manager,No,Travel_Rarely,427,10,4,2,73,2,5,4,19141,8861,3,No,15,3,2,3,23,2,2,21,6,12,6
536,732,Male,Marketing,60,Single,Sales,Sales Executive,No,Travel_Rarely,1179,16,4,1,84,3,2,1,5405,11924,8,No,14,3,4,0,10,1,3,2,2,2,2
537,733,Male,Life Sciences,27,Divorced,Research & Development,Manufacturing Director,No,Travel_Frequently,294,10,2,4,32,3,3,1,8793,4809,1,No,21,4,3,2,9,4,2,9,7,1,7
538,734,Male,Human Resources,41,Married,Human Resources,Manager,No,Travel_Rarely,314,1,3,4,59,2,5,3,19189,19562,1,No,12,3,2,1,22,3,3,22,7,2,10
539,738,Male,Marketing,50,Married,Sales,Sales Representative,No,Travel_Rarely,316,8,4,4,54,3,1,2,3875,9983,7,No,15,3,4,1,4,2,3,2,2,2,2
540,741,Female,Life Sciences,28,Single,Research & Development,Research Scientist,Yes,Travel_Rarely,654,1,2,1,67,1,1,2,2216,3872,7,Yes,13,3,4,0,10,4,3,7,7,3,7
541,742,Female,Life Sciences,36,Married,Research & Development,Research Director,No,Non-Travel,427,8,3,1,63,4,3,1,11713,20335,9,No,14,3,1,1,10,2,3,8,7,0,5
542,743,Female,Life Sciences,38,Single,Research & Development,Manufacturing Director,No,Travel_Rarely,168,1,3,3,81,3,3,3,7861,15397,4,Yes,14,3,4,0,10,4,4,1,0,0,0
543,744,Male,Medical,44,Single,Research & Development,Laboratory Technician,No,Non-Travel,381,24,3,1,49,1,1,3,3708,2104,2,No,14,3,3,0,9,5,3,5,2,1,4
544,746,Female,Medical,47,Divorced,Sales,Sales Executive,No,Travel_Frequently,217,3,3,4,49,3,4,3,13770,10225,9,Yes,12,3,4,2,28,2,2,22,2,11,13
545,747,Male,Marketing,30,Divorced,Sales,Sales Executive,No,Travel_Rarely,501,27,5,3,99,3,2,4,5304,25275,7,No,23,4,4,1,10,2,2,8,7,7,7
546,749,Male,Life Sciences,29,Single,Sales,Sales Representative,No,Travel_Rarely,1396,10,3,3,99,3,1,3,2642,2755,1,No,11,3,3,0,1,6,3,1,0,0,0
547,752,Male,Medical,42,Divorced,Research & Development,Research Scientist,Yes,Travel_Frequently,933,19,3,3,57,4,1,3,2759,20366,6,Yes,12,3,4,0,7,2,3,2,2,2,2
548,754,Male,Life Sciences,43,Married,Sales,Sales Executive,No,Travel_Frequently,775,15,3,4,47,2,2,4,6804,23683,3,No,18,3,3,1,7,5,3,2,2,2,2
549,757,Female,Medical,34,Single,Research & Development,Healthcare Representative,No,Travel_Rarely,970,8,2,2,96,3,2,3,6142,7360,3,No,11,3,4,0,10,2,3,5,1,4,3
550,758,Male,Medical,23,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,650,9,1,2,37,3,1,1,2500,4344,1,No,14,3,4,1,5,2,4,4,3,0,2
551,760,Female,Human Resources,39,Married,Human Resources,Human Resources,No,Travel_Rarely,141,3,3,3,44,4,2,2,6389,18767,9,No,15,3,3,1,12,3,1,8,3,3,6
552,762,Male,Medical,56,Married,Research & Development,Healthcare Representative,No,Travel_Rarely,832,9,3,3,81,3,4,4,11103,20420,7,No,11,3,3,0,30,1,2,10,7,1,1
553,763,Female,Medical,40,Single,Research & Development,Research Scientist,No,Travel_Rarely,804,2,1,4,86,2,1,4,2342,22929,0,Yes,20,4,4,0,5,2,2,4,2,2,3
554,764,Female,Medical,27,Single,Research & Development,Healthcare Representative,No,Travel_Rarely,975,7,3,4,55,2,2,1,6811,23398,8,No,19,3,1,0,9,2,1,7,6,0,7
555,766,Male,Marketing,29,Divorced,Sales,Sales Representative,No,Travel_Rarely,1090,10,3,4,83,3,1,2,2297,17967,1,No,14,3,4,2,2,2,3,2,2,2,2
556,769,Male,Life Sciences,53,Single,Research & Development,Laboratory Technician,No,Travel_Rarely,346,6,3,4,86,3,2,4,2450,10919,2,No,17,3,4,0,19,4,3,2,2,2,2
557,771,Female,Life Sciences,35,Divorced,Research & Development,Healthcare Representative,No,Non-Travel,1225,2,4,4,61,3,2,1,5093,4761,2,No,11,3,1,1,16,2,4,1,0,0,0
558,772,Male,Life Sciences,32,Married,Research & Development,Laboratory Technician,No,Travel_Frequently,430,24,4,1,80,3,2,4,5309,21146,1,No,15,3,4,2,10,2,3,10,8,4,7
559,773,Male,Medical,38,Married,Research & Development,Research Scientist,No,Travel_Rarely,268,2,5,4,92,3,1,3,3057,20471,6,Yes,13,3,2,1,6,0,1,1,0,0,1
560,775,Female,Life Sciences,34,Divorced,Research & Development,Manufacturing Director,No,Travel_Rarely,167,8,5,2,32,3,2,1,5121,4187,3,No,14,3,3,1,7,3,3,0,0,0,0
561,776,Male,Marketing,52,Married,Sales,Manager,No,Travel_Rarely,621,3,4,3,31,2,4,1,16856,10084,1,No,11,3,1,0,34,3,4,34,6,1,16
562,780,Male,Other,33,Single,Research & Development,Research Scientist,Yes,Travel_Rarely,527,1,4,4,63,3,1,4,2686,5207,1,Yes,13,3,3,0,10,2,2,10,9,7,8
563,781,Female,Medical,25,Single,Sales,Sales Executive,No,Travel_Rarely,883,26,1,3,32,3,2,4,6180,22807,1,No,23,4,2,0,6,5,2,6,5,1,4
564,783,Male,Technical Degree,45,Single,Sales,Sales Representative,No,Travel_Rarely,954,2,2,2,46,1,2,3,6632,12388,0,No,13,3,1,0,9,3,3,8,7,3,1
565,784,Male,Medical,23,Single,Research & Development,Research Scientist,No,Travel_Rarely,310,10,1,1,79,4,1,3,3505,19630,1,No,18,3,4,0,2,3,3,2,2,0,2
566,785,Female,Life Sciences,47,Single,Sales,Sales Executive,Yes,Travel_Frequently,719,27,2,2,77,4,2,3,6397,10339,4,Yes,12,3,4,0,8,2,3,5,4,1,3
567,786,Male,Other,34,Single,Sales,Sales Executive,No,Travel_Rarely,304,2,3,4,60,3,2,4,6274,18686,1,No,22,4,3,0,6,5,3,6,5,1,4
568,787,Male,Medical,55,Married,Research & Development,Manager,Yes,Travel_Rarely,725,2,3,4,78,3,5,1,19859,21199,5,Yes,13,3,4,1,24,2,3,5,2,1,4
569,789,Male,Life Sciences,36,Single,Sales,Sales Executive,No,Non-Travel,1434,8,4,1,76,2,3,1,7587,14229,1,No,15,3,2,0,10,1,3,10,7,0,9
570,791,Male,Medical,52,Married,Research & Development,Research Scientist,No,Non-Travel,715,19,4,4,41,3,1,4,4258,26589,0,No,18,3,1,1,5,3,3,4,3,1,2
571,792,Female,Life Sciences,26,Divorced,Research & Development,Laboratory Technician,No,Travel_Frequently,575,1,2,1,71,1,1,4,4364,5288,3,No,14,3,1,1,5,2,3,2,2,2,0
572,793,Female,Medical,29,Married,Research & Development,Healthcare Representative,No,Travel_Rarely,657,27,3,2,66,3,2,3,4335,25549,4,No,12,3,1,1,11,3,2,8,7,1,1
573,796,Male,Technical Degree,26,Single,Sales,Sales Executive,Yes,Travel_Rarely,1146,8,3,4,38,2,2,1,5326,3064,6,No,17,3,3,0,6,2,2,4,3,1,2
574,797,Female,Life Sciences,34,Single,Research & Development,Research Scientist,No,Travel_Rarely,182,1,4,2,72,4,1,4,3280,13551,2,No,16,3,3,0,10,2,3,4,2,1,3
575,799,Female,Medical,54,Divorced,Research & Development,Manufacturing Director,No,Travel_Rarely,376,19,4,4,95,3,2,1,5485,22670,9,Yes,11,3,2,2,9,4,3,5,3,1,4
576,800,Male,Marketing,27,Married,Sales,Sales Executive,No,Travel_Frequently,829,8,1,3,84,3,2,4,4342,24008,0,No,19,3,2,1,5,3,3,4,2,1,1
577,802,Female,Life Sciences,37,Divorced,Research & Development,Research Scientist,No,Travel_Rarely,571,10,1,4,82,3,1,1,2782,19905,0,Yes,13,3,2,2,6,3,2,5,3,4,3
578,803,Female,Life Sciences,38,Single,Research & Development,Manufacturing Director,No,Travel_Frequently,240,2,4,1,75,4,2,1,5980,26085,6,Yes,12,3,4,0,17,2,3,15,7,4,12
579,804,Female,Medical,34,Single,Research & Development,Research Scientist,No,Travel_Rarely,121,2,4,3,86,2,1,1,4381,7530,1,No,11,3,3,0,6,3,3,6,5,1,3
580,805,Female,Life Sciences,35,Married,Sales,Sales Representative,No,Travel_Rarely,384,8,4,1,72,3,1,4,2572,20317,1,No,16,3,2,1,3,1,2,3,2,0,2
581,806,Male,Life Sciences,30,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,921,1,3,4,38,1,1,3,3833,24375,3,No,21,4,3,2,7,2,3,2,2,0,2
582,807,Female,Medical,40,Married,Research & Development,Healthcare Representative,No,Travel_Frequently,791,2,2,3,38,4,2,2,4244,9931,1,No,24,4,4,1,8,2,3,8,7,3,7
583,808,Female,Life Sciences,34,Married,Sales,Sales Executive,No,Travel_Rarely,1111,8,2,3,93,3,2,1,6500,13305,5,No,17,3,2,1,6,1,3,3,2,1,2
584,809,Male,Life Sciences,42,Divorced,Research & Development,Manager,No,Travel_Frequently,570,8,3,2,66,3,5,4,18430,16225,1,No,13,3,2,1,24,4,2,24,7,14,9
585,811,Male,Life Sciences,23,Married,Research & Development,Laboratory Technician,Yes,Travel_Rarely,1243,6,3,3,63,4,1,1,1601,3445,1,Yes,21,4,3,2,1,2,3,0,0,0,0
586,812,Male,Life Sciences,24,Divorced,Research & Development,Laboratory Technician,No,Non-Travel,1092,9,3,3,60,2,1,2,2694,26551,1,No,11,3,3,3,1,4,3,1,0,0,0
587,813,Female,Life Sciences,52,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,1325,11,4,4,82,3,2,3,3149,21821,8,No,20,4,2,1,9,3,3,5,2,1,4
588,815,Male,Medical,50,Married,Research & Development,Research Director,No,Travel_Rarely,691,2,3,3,64,3,4,3,17639,6881,5,No,16,3,4,0,30,3,3,4,3,0,3
589,816,Female,Life Sciences,29,Married,Research & Development,Laboratory Technician,Yes,Travel_Rarely,805,1,2,2,36,2,1,1,2319,6689,1,Yes,11,3,4,1,1,1,3,1,0,0,0
590,817,Male,Medical,33,Married,Research & Development,Research Director,No,Travel_Rarely,213,7,3,3,49,3,3,3,11691,25995,0,No,11,3,4,0,14,3,4,13,9,3,7
591,819,Female,Marketing,33,Single,Sales,Sales Executive,Yes,Travel_Rarely,118,16,3,1,69,3,2,1,5324,26507,5,No,15,3,3,0,6,3,3,3,2,0,2
592,820,Female,Other,47,Married,Research & Development,Manager,No,Travel_Rarely,202,2,2,3,33,3,4,4,16752,12982,1,Yes,11,3,3,1,26,3,2,26,14,3,0
593,823,Female,Other,36,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,676,1,3,3,35,3,2,2,5228,23361,0,No,15,3,1,1,10,2,3,9,7,0,5
594,824,Male,Life Sciences,29,Married,Research & Development,Research Scientist,No,Travel_Rarely,1252,23,2,3,81,4,1,3,2700,23779,1,No,24,4,3,1,10,3,3,10,7,0,7
595,825,Male,Life Sciences,58,Single,Research & Development,Research Director,Yes,Travel_Rarely,286,2,4,4,31,3,5,2,19246,25761,7,Yes,12,3,4,0,40,2,3,31,15,13,8
596,826,Female,Life Sciences,35,Single,Research & Development,Research Scientist,No,Travel_Rarely,1258,1,4,4,40,4,1,3,2506,13301,3,No,13,3,3,0,7,0,3,2,2,2,2
597,827,Female,Life Sciences,42,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,932,1,2,4,43,2,2,4,6062,4051,9,Yes,13,3,4,1,8,4,3,4,3,0,2
598,828,Male,Medical,28,Single,Research & Development,Research Scientist,Yes,Travel_Rarely,890,2,4,3,46,3,1,3,4382,16374,6,No,17,3,4,0,5,3,2,2,2,2,1
599,829,Male,Human Resources,36,Married,Human Resources,Human Resources,No,Travel_Rarely,1041,13,3,3,36,3,1,2,2143,25527,4,No,13,3,2,1,8,2,3,5,2,0,4
600,830,Female,Life Sciences,32,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,859,4,3,3,98,2,2,3,6162,19124,1,No,12,3,3,1,14,3,3,14,13,6,8
601,832,Male,Medical,40,Single,Research & Development,Laboratory Technician,No,Travel_Frequently,720,16,4,1,51,2,2,3,5094,11983,6,No,14,3,4,0,10,6,3,1,0,0,0
602,833,Female,Medical,30,Single,Research & Development,Manufacturing Director,No,Travel_Rarely,946,2,3,3,52,2,2,4,6877,20234,5,Yes,24,4,2,0,12,4,2,0,0,0,0
603,834,Female,Life Sciences,45,Single,Research & Development,Research Scientist,No,Travel_Rarely,252,2,3,2,95,2,1,3,2274,6153,1,No,14,3,4,0,1,3,3,1,0,0,0
604,836,Male,Life Sciences,42,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,933,29,3,2,98,3,2,2,4434,11806,1,No,13,3,4,1,10,3,2,9,8,7,8
605,837,Male,Life Sciences,38,Divorced,Research & Development,Healthcare Representative,No,Travel_Frequently,471,12,3,1,45,2,2,1,6288,4284,2,No,15,3,3,1,13,3,2,4,3,1,2
